"","Facility_ID","Year","County","Operative_Procedure","Hospital_Category_RiskAdjustment","Procedure_Count","Infections_Reported","LICENSED_CERTIFIED","FAC_TYPE_DESCRIPTION","FAC_FAC_RELATIONSHIP"
"26",30000108,"2021","Amador","Exploratory abdominal surgery (laparotomy)","Acute Care Hospital",28,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"27",30000108,"2021","Amador","Gallbladder surgery","Acute Care Hospital",36,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"28",30000108,"2021","Amador","Gastric surgery","Acute Care Hospital",4,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"29",30000108,"2021","Amador","Hip prosthesis","Acute Care Hospital",39,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"30",30000108,"2021","Amador","Knee prosthesis","Acute Care Hospital",27,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"31",30000108,"2021","Amador","Open reduction of fracture","Acute Care Hospital",39,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"32",30000108,"2021","Amador","Ovarian surgery","Acute Care Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"33",30000108,"2021","Amador","Rectal surgery","Acute Care Hospital",7,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"34",30000108,"2021","Amador","Small bowel surgery","Acute Care Hospital",19,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"35",30000108,"2021","Amador","Thoracic surgery","Acute Care Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"36",30000109,"2021","Placer","All procedures","Acute Care Hospital",964,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"37",30000109,"2021","Placer","Appendix surgery","Acute Care Hospital",66,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"38",30000109,"2021","Placer","Bile duct, liver or pancreatic surgery","Acute Care Hospital",7,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"39",30000109,"2021","Placer","Colon surgery","Acute Care Hospital",69,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"40",30000109,"2021","Placer","Exploratory abdominal surgery (laparotomy)","Acute Care Hospital",52,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"41",30000109,"2021","Placer","Gallbladder surgery","Acute Care Hospital",86,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"42",30000109,"2021","Placer","Gastric surgery","Acute Care Hospital",15,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"43",30000109,"2021","Placer","Hip prosthesis","Acute Care Hospital",217,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"44",30000109,"2021","Placer","Hysterectomy, abdominal","Acute Care Hospital",4,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"45",30000109,"2021","Placer","Hysterectomy, vaginal","Acute Care Hospital",1,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"46",30000109,"2021","Placer","Kidney surgery","Acute Care Hospital",8,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"47",30000109,"2021","Placer","Knee prosthesis","Acute Care Hospital",313,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"48",30000109,"2021","Placer","Laminectomy","Acute Care Hospital",1,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"49",30000109,"2021","Placer","Open reduction of fracture","Acute Care Hospital",58,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"50",30000109,"2021","Placer","Ovarian surgery","Acute Care Hospital",5,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"51",30000109,"2021","Placer","Rectal surgery","Acute Care Hospital",10,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"52",30000109,"2021","Placer","Small bowel surgery","Acute Care Hospital",34,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"53",30000109,"2021","Placer","Spinal fusion","Acute Care Hospital",1,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"54",30000109,"2021","Placer","Thoracic surgery","Acute Care Hospital",17,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"55",30000113,"2021","Sacramento","Abdominal aortic aneurysm repair","Acute Care Hospital",9,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"56",30000113,"2021","Sacramento","All procedures","Acute Care Hospital",7273,84,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"57",30000113,"2021","Sacramento","Appendix surgery","Acute Care Hospital",111,2,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"58",30000113,"2021","Sacramento","Bile duct, liver or pancreatic surgery","Acute Care Hospital",134,4,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"59",30000113,"2021","Sacramento","Cardiac surgery","Acute Care Hospital",217,2,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"60",30000113,"2021","Sacramento","Cesarean section","Acute Care Hospital",696,2,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"61",30000113,"2021","Sacramento","Colon surgery","Acute Care Hospital",270,11,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"62",30000113,"2021","Sacramento","Coronary bypass,chest and donor incisions","Acute Care Hospital",95,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"63",30000113,"2021","Sacramento","Coronary bypass,chest incision only","Acute Care Hospital",11,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"64",30000113,"2021","Sacramento","Exploratory abdominal surgery (laparotomy)","Acute Care Hospital",660,7,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"65",30000113,"2021","Sacramento","Gallbladder surgery","Acute Care Hospital",224,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"66",30000113,"2021","Sacramento","Gastric surgery","Acute Care Hospital",152,3,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"67",30000113,"2021","Sacramento","Hip prosthesis","Acute Care Hospital",394,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"68",30000113,"2021","Sacramento","Hysterectomy, abdominal","Acute Care Hospital",247,3,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"69",30000113,"2021","Sacramento","Hysterectomy, vaginal","Acute Care Hospital",13,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"70",30000113,"2021","Sacramento","Kidney surgery","Acute Care Hospital",346,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"71",30000113,"2021","Sacramento","Kidney transplant","Acute Care Hospital",272,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"72",30000113,"2021","Sacramento","Knee prosthesis","Acute Care Hospital",269,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"73",30000113,"2021","Sacramento","Laminectomy","Acute Care Hospital",513,2,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"74",30000113,"2021","Sacramento","Open reduction of fracture","Acute Care Hospital",788,12,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"75",30000113,"2021","Sacramento","Ovarian surgery","Acute Care Hospital",342,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"76",30000113,"2021","Sacramento","Pacemaker surgery","Acute Care Hospital",19,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"77",30000113,"2021","Sacramento","Rectal surgery","Acute Care Hospital",63,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"78",30000113,"2021","Sacramento","Small bowel surgery","Acute Care Hospital",343,10,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"79",30000113,"2021","Sacramento","Spinal fusion","Acute Care Hospital",695,21,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"80",30000113,"2021","Sacramento","Spleen surgery","Acute Care Hospital",43,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"81",30000113,"2021","Sacramento","Thoracic surgery","Acute Care Hospital",347,2,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"82",30000114,"2021","El Dorado","All procedures","Acute Care Hospital",645,5,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"83",30000114,"2021","El Dorado","Appendix surgery","Acute Care Hospital",26,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"84",30000114,"2021","El Dorado","Bile duct, liver or pancreatic surgery","Acute Care Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"85",30000114,"2021","El Dorado","Cesarean section","Acute Care Hospital",69,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"86",30000114,"2021","El Dorado","Colon surgery","Acute Care Hospital",23,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"87",30000114,"2021","El Dorado","Exploratory abdominal surgery (laparotomy)","Acute Care Hospital",25,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"88",30000114,"2021","El Dorado","Gallbladder surgery","Acute Care Hospital",42,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"89",30000114,"2021","El Dorado","Gastric surgery","Acute Care Hospital",3,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"90",30000114,"2021","El Dorado","Hip prosthesis","Acute Care Hospital",80,2,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"91",30000114,"2021","El Dorado","Hysterectomy, abdominal","Acute Care Hospital",18,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"92",30000114,"2021","El Dorado","Knee prosthesis","Acute Care Hospital",92,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"93",30000114,"2021","El Dorado","Laminectomy","Acute Care Hospital",15,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"94",30000114,"2021","El Dorado","Open reduction of fracture","Acute Care Hospital",96,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"95",30000114,"2021","El Dorado","Ovarian surgery","Acute Care Hospital",9,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"96",30000114,"2021","El Dorado","Small bowel surgery","Acute Care Hospital",27,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"97",30000114,"2021","El Dorado","Spinal fusion","Acute Care Hospital",109,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"98",30000114,"2021","El Dorado","Spleen surgery","Acute Care Hospital",3,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"99",30000114,"2021","El Dorado","Thoracic surgery","Acute Care Hospital",6,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"100",30000117,"2021","San Joaquin","All procedures","Acute Care Hospital",734,3,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"101",30000117,"2021","San Joaquin","Appendix surgery","Acute Care Hospital",20,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"102",30000117,"2021","San Joaquin","Bile duct, liver or pancreatic surgery","Acute Care Hospital",7,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"103",30000117,"2021","San Joaquin","Cardiac surgery","Acute Care Hospital",21,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"104",30000117,"2021","San Joaquin","Colon surgery","Acute Care Hospital",17,2,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"105",30000117,"2021","San Joaquin","Coronary bypass,chest and donor incisions","Acute Care Hospital",42,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"106",30000117,"2021","San Joaquin","Coronary bypass,chest incision only","Acute Care Hospital",4,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"107",30000117,"2021","San Joaquin","Exploratory abdominal surgery (laparotomy)","Acute Care Hospital",26,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"108",30000117,"2021","San Joaquin","Gallbladder surgery","Acute Care Hospital",74,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"109",30000117,"2021","San Joaquin","Gastric surgery","Acute Care Hospital",38,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"110",30000117,"2021","San Joaquin","Hip prosthesis","Acute Care Hospital",96,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"111",30000117,"2021","San Joaquin","Knee prosthesis","Acute Care Hospital",109,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"112",30000117,"2021","San Joaquin","Laminectomy","Acute Care Hospital",36,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"113",30000117,"2021","San Joaquin","Open reduction of fracture","Acute Care Hospital",36,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"114",30000117,"2021","San Joaquin","Pacemaker surgery","Acute Care Hospital",127,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"115",30000117,"2021","San Joaquin","Small bowel surgery","Acute Care Hospital",26,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"116",30000117,"2021","San Joaquin","Spinal fusion","Acute Care Hospital",41,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"117",30000117,"2021","San Joaquin","Spleen surgery","Acute Care Hospital",1,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"118",30000117,"2021","San Joaquin","Thoracic surgery","Acute Care Hospital",13,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"119",30000118,"2021","San Joaquin","All procedures","Acute Care Hospital",385,2,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"120",30000118,"2021","San Joaquin","Appendix surgery","Acute Care Hospital",16,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"121",30000118,"2021","San Joaquin","Cesarean section","Acute Care Hospital",92,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"122",30000118,"2021","San Joaquin","Colon surgery","Acute Care Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"123",30000118,"2021","San Joaquin","Exploratory abdominal surgery (laparotomy)","Acute Care Hospital",22,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"124",30000118,"2021","San Joaquin","Gallbladder surgery","Acute Care Hospital",65,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"125",30000118,"2021","San Joaquin","Gastric surgery","Acute Care Hospital",101,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"126",30000118,"2021","San Joaquin","Hip prosthesis","Acute Care Hospital",11,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"127",30000118,"2021","San Joaquin","Hysterectomy, abdominal","Acute Care Hospital",19,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"128",30000118,"2021","San Joaquin","Hysterectomy, vaginal","Acute Care Hospital",14,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"129",30000118,"2021","San Joaquin","Knee prosthesis","Acute Care Hospital",3,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"130",30000118,"2021","San Joaquin","Open reduction of fracture","Acute Care Hospital",28,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"131",30000118,"2021","San Joaquin","Ovarian surgery","Acute Care Hospital",10,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"132",30000118,"2021","San Joaquin","Small bowel surgery","Acute Care Hospital",2,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"133",30000120,"2021","Calaveras","All procedures","Critical Access Hospital",64,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"134",30000120,"2021","Calaveras","Appendix surgery","Critical Access Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"135",30000120,"2021","Calaveras","Colon surgery","Critical Access Hospital",9,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"136",30000120,"2021","Calaveras","Exploratory abdominal surgery (laparotomy)","Critical Access Hospital",9,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"137",30000120,"2021","Calaveras","Gallbladder surgery","Critical Access Hospital",8,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"138",30000120,"2021","Calaveras","Gastric surgery","Critical Access Hospital",4,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"139",30000120,"2021","Calaveras","Hip prosthesis","Critical Access Hospital",5,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"140",30000120,"2021","Calaveras","Knee prosthesis","Critical Access Hospital",9,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"141",30000120,"2021","Calaveras","Open reduction of fracture","Critical Access Hospital",14,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"142",30000120,"2021","Calaveras","Rectal surgery","Critical Access Hospital",1,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"143",30000120,"2021","Calaveras","Small bowel surgery","Critical Access Hospital",3,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"144",30000121,"2021","El Dorado","All procedures","Acute Care Hospital",967,7,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"145",30000121,"2021","El Dorado","Appendix surgery","Acute Care Hospital",51,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"146",30000121,"2021","El Dorado","Cesarean section","Acute Care Hospital",101,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"147",30000121,"2021","El Dorado","Colon surgery","Acute Care Hospital",33,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"148",30000121,"2021","El Dorado","Exploratory abdominal surgery (laparotomy)","Acute Care Hospital",21,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"149",30000121,"2021","El Dorado","Gallbladder surgery","Acute Care Hospital",83,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"150",30000121,"2021","El Dorado","Gastric surgery","Acute Care Hospital",26,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"151",30000121,"2021","El Dorado","Hip prosthesis","Acute Care Hospital",164,5,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"152",30000121,"2021","El Dorado","Hysterectomy, abdominal","Acute Care Hospital",4,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"153",30000121,"2021","El Dorado","Hysterectomy, vaginal","Acute Care Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"154",30000121,"2021","El Dorado","Kidney surgery","Acute Care Hospital",9,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"155",30000121,"2021","El Dorado","Knee prosthesis","Acute Care Hospital",179,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"156",30000121,"2021","El Dorado","Laminectomy","Acute Care Hospital",26,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"157",30000121,"2021","El Dorado","Open reduction of fracture","Acute Care Hospital",118,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"158",30000121,"2021","El Dorado","Ovarian surgery","Acute Care Hospital",1,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"159",30000121,"2021","El Dorado","Pacemaker surgery","Acute Care Hospital",105,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"160",30000121,"2021","El Dorado","Rectal surgery","Acute Care Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"161",30000121,"2021","El Dorado","Small bowel surgery","Acute Care Hospital",22,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"162",30000121,"2021","El Dorado","Spinal fusion","Acute Care Hospital",18,1,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"163",30000121,"2021","El Dorado","Spleen surgery","Acute Care Hospital",2,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"164",30000122,"2021","Stanislaus","Abdominal aortic aneurysm repair","Acute Care Hospital",21,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"165",30000122,"2021","Stanislaus","All procedures","Acute Care Hospital",4534,19,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
"166",30000122,"2021","Stanislaus","Appendix surgery","Acute Care Hospital",116,0,"LICENSED AND CERTIFIED","GENERAL ACUTE CARE HOSPITAL","Parent"
